id,clockCycles,assemblyInstr,cacheHit,cacheHitInstr,cacheHitData,MOPS,MIPS,MFLOPS,cInstr,cGimple,cReleaseSSA,cOptimized,LineExe,BranchesExe,OnceEe,CallExe,cc4cs,cc4ir,cc4ssa,cc4opt
values_11,7512,3959,94.9,95.2,91.9,26.35,26.35,0.00,604,3813,3035,2875,100.00,100.00,100.00,100.00,12.437,1.970,2.475,2.613
values_19,6339,3097,93.4,93.9,88.7,24.43,24.43,0.00,422,2607,2123,2022,100.00,100.00,100.00,100.00,15.021,2.432,2.986,3.135
values_12,4136,1469,86.0,87.1,63.9,17.76,17.76,0.00,61,325,284,275,100.00,100.00,100.00,100.00,67.803,12.726,14.563,15.040
values_38,4407,1675,87.8,88.7,72.8,19.00,19.00,0.00,106,603,515,496,100.00,100.00,100.00,100.00,41.575,7.308,8.557,8.885
values_81,4966,2091,90.3,91.0,81.6,21.05,21.05,0.00,199,1179,992,952,100.00,100.00,100.00,100.00,24.955,4.212,5.006,5.216
values_5,4083,1435,85.6,86.8,63.0,17.57,17.57,0.00,49,245,224,219,100.00,100.00,83.33,100.00,83.327,16.665,18.228,18.644
values_40,3850,1290,84.3,85.5,55.9,16.75,16.75,0.00,17,61,56,55,100.00,100.00,83.33,100.00,226.471,63.115,68.750,70.000
values_70,4405,1675,87.8,88.7,73.0,19.01,19.01,0.00,105,589,512,495,100.00,100.00,100.00,100.00,41.952,7.479,8.604,8.899
values_23,5202,2265,91.1,91.7,84.0,21.77,21.77,0.00,235,1419,1172,1120,100.00,100.00,100.00,100.00,22.136,3.666,4.439,4.645
values_72,7305,3806,94.7,95.0,91.5,26.05,26.05,0.00,569,3587,2858,2708,100.00,100.00,83.33,100.00,12.838,2.037,2.556,2.698
values_79,4424,1689,87.9,88.8,73.5,19.09,19.09,0.00,108,609,527,509,100.00,100.00,100.00,100.00,40.963,7.264,8.395,8.692
values_78,4144,1483,86.1,87.3,65.1,17.89,17.89,0.00,63,331,296,288,100.00,100.00,100.00,100.00,65.778,12.520,14.000,14.389
values_87,6612,3287,93.8,94.3,89.5,24.86,24.86,0.00,464,2887,2333,2218,100.00,100.00,100.00,100.00,14.250,2.290,2.834,2.981
values_6,5632,2564,92.1,92.6,86.2,22.76,22.76,0.00,307,1877,1538,1467,100.00,100.00,100.00,100.00,18.345,3.001,3.662,3.839
values_68,6316,3079,93.4,93.9,88.6,24.37,24.37,0.00,415,2575,2084,1982,100.00,100.00,100.00,100.00,15.219,2.453,3.031,3.187
values_69,5239,2283,91.1,91.7,83.6,21.79,21.79,0.00,239,1453,1190,1135,100.00,100.00,100.00,100.00,21.921,3.606,4.403,4.616
values_1,4020,1388,85.0,86.3,59.5,17.26,17.26,0.00,38,179,167,164,100.00,100.00,83.33,100.00,105.789,22.458,24.072,24.512
values_45,4254,1561,86.8,87.8,69.1,18.35,18.35,0.00,80,437,383,371,100.00,100.00,100.00,100.00,53.175,9.735,11.107,11.466
