inputName,size
11,15
19,4
12,21
38,10
81,15
5,18
40,3
70,3
23,32
72,21
79,4
78,10
87,8
6,7
68,10
69,4
1,15
45,18
33,32
15,18
93,32
24,15
25,18
26,7
48,10
71,15
76,7
7,8
50,3
22,21
4,15
32,21
77,8
91,15
42,21
13,32
41,15
55,18
31,15
66,7
65,18
62,21
21,15
95,18
84,15
58,10
64,15
83,32
94,15
0,3
99,4
96,7
67,8
61,15
43,32
2,21
54,15
30,3
59,4
85,18
74,15
90,3
18,10
52,21
44,15
17,8
36,7
49,4
86,7
37,8
56,7
63,32
35,18
97,8
75,18
57,8
88,10
10,3
53,32
8,10
39,4
47,8
60,3
89,4
51,15
14,15
28,10
16,7
34,15
82,21
46,7
27,8
20,3
9,4
92,21
3,32
98,10
29,4
80,3
73,32
