inputName,n
11,23
19,23
12,23
38,10
81,30
5,5
40,19
70,25
23,30
72,25
79,25
78,25
87,30
6,5
68,8
69,8
1,5
45,19
33,10
15,23
93,14
24,30
25,30
26,30
48,19
71,25
76,25
7,5
50,13
22,30
4,5
32,10
77,25
91,14
42,19
13,23
41,19
55,13
31,10
66,8
65,8
62,8
21,30
95,14
84,30
58,13
64,8
83,30
94,14
0,5
99,14
96,14
67,8
61,8
43,19
2,5
54,13
30,10
59,13
85,30
74,25
90,14
18,23
52,13
44,19
17,23
36,10
49,19
86,30
37,10
56,13
63,8
35,10
97,14
75,25
57,13
88,30
10,23
53,13
8,5
39,10
47,19
60,8
89,30
51,13
14,23
28,30
16,23
34,10
82,30
46,19
27,30
20,30
9,5
92,14
3,5
98,14
29,30
80,30
73,25
