inputName,size
11,4
19,2
12,18
38,14
81,25
5,7
40,13
70,5
23,9
72,20
79,11
78,26
87,14
6,14
68,12
69,17
1,21
45,23
33,8
15,10
93,20
24,15
25,3
26,16
48,10
71,10
76,4
7,8
50,23
22,17
4,11
32,4
77,13
91,8
42,15
13,17
41,18
55,22
31,21
66,25
65,22
62,26
21,12
95,12
84,23
58,7
64,14
83,15
94,2
0,22
99,15
96,4
67,14
61,21
43,24
2,8
54,23
30,17
59,8
85,9
74,6
90,19
18,25
52,25
44,12
17,3
36,10
49,8
86,13
37,7
56,16
63,2
35,5
97,26
75,18
57,20
88,22
10,8
53,26
8,13
39,9
47,4
60,12
89,24
51,2
14,19
28,25
16,4
34,22
82,10
46,10
27,15
20,15
9,24
92,7
3,3
98,15
29,20
80,9
73,2
