inputName,size
11,8
19,15
12,29
38,28
81,8
5,2
40,25
70,25
23,30
72,29
79,15
78,28
87,20
6,28
68,28
69,15
1,8
45,2
33,30
15,2
93,30
24,26
25,2
26,28
48,28
71,8
76,28
7,20
50,25
22,29
4,26
32,29
77,20
91,8
42,29
13,30
41,8
55,2
31,8
66,28
65,2
62,29
21,8
95,2
84,26
58,28
64,26
83,30
94,26
0,25
99,15
96,28
67,20
61,8
43,30
2,29
54,26
30,25
59,15
85,2
74,26
90,25
18,28
52,29
44,26
17,20
36,28
49,15
86,28
37,20
56,28
63,30
35,2
97,20
75,2
57,20
88,28
10,25
53,30
8,28
39,15
47,20
60,25
89,15
51,8
14,26
28,28
16,28
34,26
82,29
46,28
27,20
20,25
9,15
92,29
3,30
98,28
29,15
80,25
73,30
