id,clockCycles,assemblyInstr,Cache,cInstr,cGimple,cReleaseSSA,cOptimized,LineExe,BranchesExe,OnceEe,CallExe,cc4cs,cc4ir,cc4ssa,cc4opt
values_11,3214,3214,"['960563', '8845282', '126762', '1107262', '65090', '552201', '568381', '50.023', '12579030', '0', '3878404', '0', '161244', '0', '0', '4.157']",688,3405,2155,2040,100.00,100.00,100.00,100.00,4.672,0.944,1.491,1.575
values_19,4040,4040,"['957329', '8845322', '126419', '1109248', '65090', '552201', '568381', '49.956', '12599488', '0', '3884229', '0', '161395', '0', '0', '4.155']",912,4553,2897,2740,100.00,100.00,100.00,100.00,4.430,0.887,1.395,1.474
values_12,2172,2172,"['957245', '8845230', '126272', '1109142', '65080', '552203', '568378', '49.966', '12593378', '0', '3882361', '0', '161116', '0', '0', '4.150']",384,1881,1197,1132,100.00,100.00,100.00,100.00,5.656,1.155,1.815,1.919
values_38,1605,1605,"['957198', '8845202', '126225', '1109114', '65080', '552203', '568378', '49.969', '12591516', '0', '3881794', '0', '161051', '0', '0', '4.149']",230,1075,686,652,100.00,100.00,100.00,100.00,6.978,1.493,2.340,2.462
values_81,3597,3597,"['960594', '8845306', '126793', '1107286', '65090', '552201', '568381', '50.020', '12580342', '0', '3878787', '0', '161275', '0', '0', '4.158']",800,4061,2517,2379,100.00,100.00,100.00,100.00,4.496,0.886,1.429,1.512
values_5,3292,3292,"['960569', '8845288', '126768', '1107268', '65090', '552201', '568381', '50.022', '12579318', '0', '3878482', '0', '161236', '0', '0', '4.157']",712,3573,2233,2112,100.00,100.00,100.00,100.00,4.624,0.921,1.474,1.559
values_40,3353,3353,"['960574', '8845292', '126773', '1107272', '65090', '552201', '568381', '50.022', '12579542', '0', '3878543', '0', '161244', '0', '0', '4.157']",728,3693,2291,2165,100.00,100.00,100.00,100.00,4.606,0.908,1.464,1.549
values_70,3417,3417,"['960582', '8845288', '126781', '1107268', '65090', '552201', '568381', '50.022', '12579670', '0', '3878607', '0', '161236', '0', '0', '4.157']",728,3605,2319,2193,100.00,100.00,100.00,100.00,4.694,0.948,1.473,1.558
values_23,2018,2018,"['957231', '8845224', '126258', '1109136', '65080', '552203', '568378', '49.966', '12592866', '0', '3882207', '0', '161113', '0', '0', '4.150']",352,1685,1067,1012,100.00,100.00,100.00,100.00,5.733,1.198,1.891,1.994
values_72,957,957,"['957155', '8845180', '126175', '1109085', '65082', '552209', '568382', '49.973', '12589434', '0', '3881147', '0', '160956', '0', '0', '4.147']",42,162,104,100,100.00,100.00,80.00,100.00,22.786,5.907,9.202,9.570
values_79,912,912,"['957151', '8845177', '126171', '1109082', '65082', '552209', '568382', '49.973', '12589284', '0', '3881102', '0', '160956', '0', '0', '4.147']",26,88,57,55,100.00,100.00,70.00,100.00,35.077,10.364,16.000,16.582
values_78,4033,4033,"['960630', '8845332', '126829', '1107312', '65090', '552201', '568381', '50.018', '12581846', '0', '3879223', '0', '161306', '0', '0', '4.158']",920,4797,2923,2757,100.00,100.00,100.00,100.00,4.384,0.841,1.380,1.463
values_87,1236,1236,"['957092', '8845198', '126189', '1109103', '65082', '552209', '568382', '49.971', '12590418', '0', '3881426', '0', '161018', '0', '0', '4.148']",134,615,392,372,100.00,100.00,100.00,100.00,9.224,2.010,3.153,3.323
values_6,2631,2631,"['957299', '8845249', '126312', '1109168', '65087', '552204', '568381', '49.964', '12594880', '0', '3882821', '0', '161166', '0', '0', '4.151']",524,2581,1630,1543,100.00,100.00,100.00,100.00,5.021,1.019,1.614,1.705
values_68,3258,3258,"['957350', '8845287', '126363', '1109206', '65087', '552204', '568381', '49.960', '12596992', '0', '3883448', '0', '161236', '0', '0', '4.152']",708,3605,2218,2096,100.00,100.00,100.00,100.00,4.602,0.904,1.469,1.554
values_69,2007,2007,"['957232', '8845219', '126259', '1109131', '65080', '552203', '568378', '49.967', '12592818', '0', '3882196', '0', '161089', '0', '0', '4.149']",332,1593,1038,982,100.00,100.00,100.00,100.00,6.045,1.260,1.934,2.044
values_1,2740,2740,"['957308', '8845255', '126321', '1109174', '65087', '552204', '568381', '49.963', '12595232', '0', '3882930', '0', '161166', '0', '0', '4.151']",556,2737,1730,1638,100.00,100.00,100.00,100.00,4.928,1.001,1.584,1.673
values_45,1472,1472,"['957187', '8845195', '126214', '1109107', '65080', '552203', '568378', '49.969', '12591100', '0', '3881661', '0', '161035', '0', '0', '4.149']",190,901,565,536,100.00,100.00,100.00,100.00,7.747,1.634,2.605,2.746
values_33,908,908,"['957151', '8845176', '126171', '1109081', '65082', '552209', '568382', '49.973', '12589268', '0', '3881098', '0', '160953', '0', '0', '4.147']",22,68,50,48,100.00,80.00,60.00,100.00,41.273,13.353,18.160,18.917
values_15,2942,2942,"['957326', '8845263', '126339', '1109182', '65087', '552204', '568381', '49.962', '12595872', '0', '3883132', '0', '161191', '0', '0', '4.151']",604,2969,1902,1800,100.00,100.00,100.00,100.00,4.871,0.991,1.547,1.634
values_93,3785,3785,"['960610', '8845314', '126809', '1107294', '65090', '552201', '568381', '50.019', '12580886', '0', '3878975', '0', '161313', '0', '0', '4.159']",856,4241,2681,2539,100.00,100.00,100.00,100.00,4.422,0.892,1.412,1.491
