inputName,size
11,17
19,8
12,8
38,25
81,26
5,12
40,16
70,17
23,3
72,12
79,19
78,25
87,24
6,22
68,12
69,9
1,23
45,10
33,13
15,23
93,22
24,16
25,25
26,24
48,23
71,12
76,10
7,15
50,22
22,11
4,17
32,18
77,13
91,25
42,26
13,5
41,23
55,21
31,3
66,17
65,21
62,7
21,15
95,21
84,16
58,19
64,24
83,18
94,26
0,21
99,7
96,3
67,14
61,20
43,19
2,23
54,5
30,13
59,6
85,15
74,23
90,11
18,11
52,12
44,5
17,13
36,7
49,10
86,10
37,11
56,14
63,10
35,14
97,21
75,12
57,9
88,23
10,23
53,26
8,24
39,3
47,21
60,22
89,12
51,23
14,11
28,25
16,23
34,14
82,4
46,16
27,7
20,20
9,5
92,14
3,15
98,3
29,24
80,25
73,5
