inputName,size
11,26
19,28
12,25
38,12
81,26
5,2
40,2
70,2
23,25
72,25
79,28
78,12
87,32
6,32
68,12
69,28
1,26
45,2
33,25
15,2
93,25
24,27
25,2
26,32
48,12
71,26
76,32
7,32
50,2
22,25
4,27
32,25
77,32
91,26
42,25
13,25
41,26
55,2
31,26
66,32
65,2
62,25
21,26
95,2
84,27
58,12
64,27
83,25
94,27
0,2
99,28
96,32
67,32
61,26
43,25
2,25
54,27
30,2
59,28
85,2
74,27
90,2
18,12
52,25
44,27
17,32
36,32
49,28
86,32
37,32
56,32
63,25
35,2
97,32
75,2
57,32
88,12
10,2
53,25
8,12
39,28
47,32
60,2
89,28
51,26
14,27
28,12
16,32
34,27
82,25
46,32
27,32
20,2
9,28
92,25
3,25
98,12
29,28
80,2
73,25
