inputName,n
11,10
19,10
12,10
38,25
81,11
5,16
40,18
70,4
23,11
72,4
79,4
78,4
87,11
6,16
68,10
69,10
1,16
45,18
33,25
15,10
93,26
24,11
25,11
26,11
48,18
71,4
76,4
7,16
50,29
22,11
4,16
32,25
77,4
91,26
42,18
13,10
41,18
55,29
31,25
66,10
65,10
62,10
21,11
95,26
84,11
58,29
64,10
83,11
94,26
0,16
99,26
96,26
67,10
61,10
43,18
2,16
54,29
30,25
59,29
85,11
74,4
90,26
18,10
52,29
44,18
17,10
36,25
49,18
86,11
37,25
56,29
63,10
35,25
97,26
75,4
57,29
88,11
10,10
53,29
8,16
39,25
47,18
60,10
89,11
51,29
14,10
28,11
16,10
34,25
82,11
46,18
27,11
20,11
9,16
92,26
3,16
98,26
29,11
80,11
73,4
