inputName,size
11,23
19,2
12,31
38,17
81,23
5,4
40,30
70,30
23,15
72,31
79,2
78,17
87,8
6,20
68,17
69,2
1,23
45,4
33,15
15,4
93,15
24,25
25,4
26,20
48,17
71,23
76,20
7,8
50,30
22,31
4,25
32,31
77,8
91,23
42,31
13,15
41,23
55,4
31,23
66,20
65,4
62,31
21,23
95,4
84,25
58,17
64,25
83,15
94,25
0,30
99,2
96,20
67,8
61,23
43,15
2,31
54,25
30,30
59,2
85,4
74,25
90,30
18,17
52,31
44,25
17,8
36,20
49,2
86,20
37,8
56,20
63,15
35,4
97,8
75,4
57,8
88,17
10,30
53,15
8,17
39,2
47,8
60,30
89,2
51,23
14,25
28,17
16,20
34,25
82,31
46,20
27,8
20,30
9,2
92,31
3,15
98,17
29,2
80,30
73,15
