inputName,n
11,25
19,25
12,25
38,11
81,10
5,29
40,5
70,9
23,7
72,9
79,9
78,9
87,10
6,29
68,21
69,21
1,29
45,5
33,11
15,25
93,27
24,7
25,7
26,7
48,5
71,9
76,9
7,29
50,30
22,7
4,29
32,11
77,9
91,27
42,5
13,25
41,5
55,30
31,11
66,21
65,21
62,21
21,7
95,27
84,10
58,30
64,21
83,10
94,27
0,29
99,27
96,27
67,21
61,21
43,5
2,29
54,30
30,11
59,30
85,10
74,9
90,27
18,25
52,30
44,5
17,25
36,11
49,5
86,10
37,11
56,30
63,21
35,11
97,27
75,9
57,30
88,10
10,25
53,30
8,29
39,11
47,5
60,21
89,10
51,30
14,25
28,7
16,25
34,11
82,10
46,5
27,7
20,7
9,29
92,27
3,29
98,27
29,7
80,10
73,9
