inputName,size
11,5
19,24
12,14
38,23
81,5
5,11
40,27
70,27
23,13
72,14
79,24
78,23
87,10
6,18
68,23
69,24
1,5
45,11
33,13
15,11
93,13
24,19
25,11
26,18
48,23
71,5
76,18
7,10
50,27
22,14
4,19
32,14
77,10
91,5
42,14
13,13
41,5
55,11
31,5
66,18
65,11
62,14
21,5
95,11
84,19
58,23
64,19
83,13
94,19
0,27
99,24
96,18
67,10
61,5
43,13
2,14
54,19
30,27
59,24
85,11
74,19
90,27
18,23
52,14
44,19
17,10
36,18
49,24
86,18
37,10
56,18
63,13
35,11
97,10
75,11
57,10
88,23
10,27
53,13
8,23
39,24
47,10
60,27
89,24
51,5
14,19
28,23
16,18
34,19
82,14
46,18
27,10
20,27
9,24
92,14
3,13
98,23
29,24
80,27
73,13
