id,clockCycles,assemblyInstr,cacheHit,cacheHitInstr,cacheHitData,MOPS,MIPS,MFLOPS,cInstr,cGimple,cReleaseSSA,cOptimized,LineExe,BranchesExe,OnceEe,CallExe,cc4cs,cc4ir,cc4ssa,cc4opt
values_11,8186,3175,93.2,94.2,80.8,19.39,18.29,1.11,605,2193,2034,1203,100.00,100.00,100.00,100.00,13.531,3.733,4.025,6.805
values_19,6788,2424,89.9,90.9,76.5,17.86,17.07,0.78,369,1330,1238,8409,100.00,100.00,100.00,100.00,18.396,5.104,5.483,0.807
values_12,4162,1329,83.6,84.9,57.1,15.97,15.85,0.12,49,161,154,595,100.00,100.00,100.00,100.00,84.939,25.851,27.026,6.995
values_38,4963,1684,86.8,88.2,64.8,16.97,16.56,0.40,161,569,538,2460,100.00,100.00,100.00,100.00,30.826,8.722,9.225,2.017
values_81,6612,2327,89.3,90.3,75.1,17.60,16.87,0.73,342,1231,1148,7698,100.00,100.00,100.00,100.00,19.333,5.371,5.760,0.859
values_5,10967,4391,95.0,95.9,85.5,20.02,18.66,1.36,979,3562,3290,1951,100.00,100.00,100.00,100.00,11.202,3.079,3.333,5.621
values_40,3997,1302,84.0,85.3,56.9,16.29,16.21,0.08,38,121,116,271,100.00,100.00,100.00,100.00,105.184,33.033,34.457,14.749
values_70,6125,2285,90.8,92.0,74.0,18.65,17.89,0.77,334,1201,1124,661,100.00,100.00,100.00,100.00,18.338,5.100,5.449,9.266
values_23,5483,1843,87.5,88.6,69.8,16.81,16.28,0.53,218,778,728,3581,100.00,100.00,100.00,100.00,25.151,7.048,7.532,1.531
values_72,6710,2541,91.8,92.8,77.3,18.93,18.05,0.89,412,1487,1384,817,100.00,100.00,100.00,100.00,16.286,4.512,4.848,8.213
values_79,9103,3573,94.0,94.9,82.8,19.63,18.42,1.21,726,2636,2440,1445,100.00,100.00,100.00,100.00,12.539,3.453,3.731,6.300
values_78,4932,1665,86.7,87.9,65.7,16.88,16.48,0.40,154,544,512,2015,100.00,100.00,100.00,100.00,32.026,9.066,9.633,2.448
values_87,4819,1608,86.1,87.3,65.3,16.68,16.34,0.34,134,471,444,1555,100.00,100.00,100.00,100.00,35.963,10.231,10.854,3.099
values_6,6438,2423,91.4,92.5,75.7,18.82,17.99,0.83,377,1359,1266,747,100.00,100.00,100.00,100.00,17.077,4.737,5.085,8.618
values_68,6250,2117,88.7,89.7,74.8,16.94,16.23,0.70,314,1129,1052,6386,100.00,100.00,100.00,100.00,19.904,5.536,5.941,0.979
values_69,8959,3513,93.9,94.8,82.4,19.61,18.41,1.19,708,2570,2380,1409,100.00,100.00,100.00,100.00,12.654,3.486,3.764,6.358
values_1,7427,2853,92.6,93.6,79.5,19.21,18.21,1.00,510,1846,1712,1013,100.00,100.00,100.00,100.00,14.563,4.023,4.338,7.332
values_45,3784,1264,84.3,85.5,55.2,16.70,16.69,0.01,13,30,34,24,100.00,100.00,66.67,100.00,291.077,126.133,111.294,157.667
values_33,5335,1803,87.3,88.5,68.6,16.90,16.40,0.50,200,712,668,3227,100.00,100.00,100.00,100.00,26.675,7.493,7.987,1.653
values_15,4185,1417,85.5,87.0,57.9,16.93,16.76,0.17,68,230,220,1752,100.00,100.00,100.00,100.00,61.544,18.196,19.023,2.389
values_93,7779,2999,92.8,93.9,79.5,19.28,18.23,1.05,553,2002,1862,1099,100.00,100.00,100.00,100.00,14.067,3.886,4.178,7.078
values_24,4994,1663,86.3,87.6,65.7,16.65,16.27,0.38,153,540,510,2155,100.00,100.00,100.00,100.00,32.641,9.248,9.792,2.317
values_25,7568,2909,92.8,93.7,80.2,19.22,18.20,1.02,524,1897,1760,1041,100.00,100.00,100.00,100.00,14.443,3.989,4.300,7.270
values_26,6425,2185,88.9,89.9,75.9,17.00,16.26,0.74,338,1217,1132,6954,100.00,100.00,100.00,100.00,19.009,5.279,5.676,0.924
values_48,5326,1772,86.8,88.1,66.9,16.64,16.16,0.48,192,682,644,3363,100.00,100.00,100.00,100.00,27.740,7.809,8.270,1.584
values_71,4966,1672,86.5,87.9,64.5,16.83,16.44,0.39,155,547,518,2342,100.00,100.00,100.00,100.00,32.039,9.079,9.587,2.120
values_76,4320,1444,85.4,86.8,59.5,16.71,16.52,0.20,77,263,250,2097,100.00,100.00,100.00,100.00,56.104,16.426,17.280,2.060
values_7,3839,1279,84.3,85.7,54.1,16.66,16.62,0.04,24,70,68,78,100.00,100.00,100.00,100.00,159.958,54.843,56.456,49.218
