inputName,size
11,21
19,7
12,11
38,5
81,21
5,4
40,6
70,6
23,3
72,11
79,7
78,5
87,3
6,3
68,5
69,7
1,21
45,4
33,3
15,4
93,3
24,19
25,4
26,3
48,5
71,21
76,3
7,3
50,6
22,11
4,19
32,11
77,3
91,21
42,11
13,3
41,21
55,4
31,21
66,3
65,4
62,11
21,21
95,4
84,19
58,5
64,19
83,3
94,19
0,6
99,7
96,3
67,3
61,21
43,3
2,11
54,19
30,6
59,7
85,4
74,19
90,6
18,5
52,11
44,19
17,3
36,3
49,7
86,3
37,3
56,3
63,3
35,4
97,3
75,4
57,3
88,5
10,6
53,3
8,5
39,7
47,3
60,6
89,7
51,21
14,19
28,5
16,3
34,19
82,11
46,3
27,3
20,6
9,7
92,11
3,3
98,5
29,7
80,6
73,3
