inputName,size
11,10
19,20
12,13
38,30
81,10
5,9
40,6
70,6
23,21
72,13
79,20
78,30
87,11
6,17
68,30
69,20
1,10
45,9
33,21
15,9
93,21
24,17
25,9
26,17
48,30
71,10
76,17
7,11
50,6
22,13
4,17
32,13
77,11
91,10
42,13
13,21
41,10
55,9
31,10
66,17
65,9
62,13
21,10
95,9
84,17
58,30
64,17
83,21
94,17
0,6
99,20
96,17
67,11
61,10
43,21
2,13
54,17
30,6
59,20
85,9
74,17
90,6
18,30
52,13
44,17
17,11
36,17
49,20
86,17
37,11
56,17
63,21
35,9
97,11
75,9
57,11
88,30
10,6
53,21
8,30
39,20
47,11
60,6
89,20
51,10
14,17
28,30
16,17
34,17
82,13
46,17
27,11
20,6
9,20
92,13
3,21
98,30
29,20
80,6
73,21
