inputName,size
11,17
19,3
12,5
38,10
81,24
5,26
40,8
70,9
23,19
72,25
79,14
78,5
87,10
6,20
68,4
69,23
1,19
45,16
33,26
15,5
93,8
24,11
25,17
26,7
48,11
71,16
76,9
7,17
50,14
22,2
4,14
32,22
77,8
91,14
42,26
13,2
41,9
55,23
31,3
66,2
65,17
62,19
21,6
95,10
84,6
58,13
64,5
83,25
94,20
0,8
99,10
96,17
67,26
61,20
43,19
2,22
54,9
30,10
59,16
85,7
74,11
90,5
18,26
52,12
44,4
17,11
36,25
49,22
86,18
37,12
56,22
63,17
35,3
97,8
75,18
57,24
88,21
10,26
53,12
8,25
39,6
47,9
60,2
89,4
51,10
14,10
28,6
16,22
34,22
82,22
46,7
27,13
20,24
9,4
92,9
3,20
98,9
29,8
80,18
73,21
