inputName,size
11,21
19,23
12,2
38,24
81,4
5,15
40,24
70,22
23,18
72,21
79,18
78,12
87,2
6,14
68,25
69,6
1,3
45,17
33,26
15,2
93,9
24,12
25,26
26,25
48,17
71,7
76,4
7,19
50,20
22,10
4,8
32,21
77,5
91,10
42,26
13,26
41,18
55,7
31,6
66,6
65,2
62,23
21,14
95,16
84,17
58,13
64,2
83,16
94,4
0,9
99,18
96,3
67,15
61,6
43,26
2,9
54,4
30,21
59,19
85,19
74,10
90,7
18,24
52,13
44,25
17,25
36,8
49,2
86,8
37,5
56,16
63,24
35,8
97,11
75,10
57,22
88,25
10,9
53,7
8,14
39,8
47,21
60,17
89,14
51,19
14,15
28,11
16,23
34,17
82,20
46,9
27,20
20,17
9,7
92,9
3,7
98,13
29,3
80,12
73,21
