inputName,size
11,3
19,22
12,32
38,23
81,3
5,18
40,11
70,11
23,6
72,32
79,22
78,23
87,17
6,14
68,23
69,22
1,3
45,18
33,6
15,18
93,6
24,17
25,18
26,14
48,23
71,3
76,14
7,17
50,11
22,32
4,17
32,32
77,17
91,3
42,32
13,6
41,3
55,18
31,3
66,14
65,18
62,32
21,3
95,18
84,17
58,23
64,17
83,6
94,17
0,11
99,22
96,14
67,17
61,3
43,6
2,32
54,17
30,11
59,22
85,18
74,17
90,11
18,23
52,32
44,17
17,17
36,14
49,22
86,14
37,17
56,14
63,6
35,18
97,17
75,18
57,17
88,23
10,11
53,6
8,23
39,22
47,17
60,11
89,22
51,3
14,17
28,23
16,14
34,17
82,32
46,14
27,17
20,11
9,22
92,32
3,6
98,23
29,22
80,11
73,6
