inputName,size
11,14
19,23
12,19
38,26
81,24
5,24
40,11
70,26
23,6
72,24
79,4
78,18
87,11
6,14
68,24
69,14
1,19
45,2
33,16
15,26
93,23
24,19
25,17
26,14
48,11
71,26
76,13
7,22
50,16
22,5
4,5
32,13
77,12
91,10
42,17
13,2
41,7
55,14
31,3
66,15
65,22
62,11
21,4
95,10
84,19
58,21
64,3
83,23
94,19
0,26
99,24
96,25
67,7
61,12
43,15
2,5
54,7
30,5
59,17
85,11
74,4
90,5
18,17
52,16
44,19
17,8
36,25
49,16
86,19
37,6
56,20
63,4
35,20
97,4
75,5
57,2
88,16
10,8
53,8
8,4
39,14
47,3
60,3
89,19
51,11
14,18
28,9
16,15
34,7
82,17
46,18
27,20
20,6
9,8
92,15
3,23
98,3
29,20
80,7
73,26
