id,clockCycles,assemblyInstr,cacheHit,cacheHitInstr,cacheHitData,MOPS,MIPS,MFLOPS,cInstr,cGimple,cReleaseSSA,cOptimized,LineExe,BranchesExe,OnceEe,CallExe,cc4cs,cc4ir,cc4ssa,cc4opt
values_11,3994,1429,86.3,87.3,66.2,17.89,17.89,0.00,53,193,173,292,100.00,100.00,75.00,100.00,75.358,20.694,23.087,13.678
values_19,3994,1429,86.3,87.3,66.2,17.89,17.89,0.00,53,193,173,292,100.00,100.00,75.00,100.00,75.358,20.694,23.087,13.678
values_12,3994,1429,86.3,87.3,66.2,17.89,17.89,0.00,53,193,173,292,100.00,100.00,75.00,100.00,75.358,20.694,23.087,13.678
values_38,3964,1407,86.1,87.1,65.2,17.75,17.75,0.00,49,169,151,256,100.00,100.00,75.00,100.00,80.898,23.456,26.252,15.484
values_81,4048,1462,86.7,87.6,67.6,18.06,18.06,0.00,59,229,206,346,100.00,100.00,75.00,100.00,68.610,17.677,19.650,11.699
values_5,3938,1385,85.8,86.9,62.7,17.59,17.59,0.00,45,145,129,220,100.00,100.00,75.00,100.00,87.511,27.159,30.527,17.900
values_40,4024,1451,86.5,87.5,67.1,18.03,18.03,0.00,57,217,195,328,100.00,100.00,75.00,100.00,70.596,18.544,20.636,12.268
values_70,3802,1289,84.7,85.9,56.9,16.95,16.95,0.00,23,51,42,68,100.00,100.00,75.00,100.00,165.304,74.549,90.524,55.912
values_23,4009,1440,86.4,87.4,66.7,17.96,17.96,0.00,55,205,184,310,100.00,100.00,75.00,100.00,72.891,19.556,21.788,12.932
values_72,3802,1289,84.7,85.9,56.9,16.95,16.95,0.00,23,51,42,68,100.00,100.00,75.00,100.00,165.304,74.549,90.524,55.912
values_79,3802,1289,84.7,85.9,56.9,16.95,16.95,0.00,23,51,42,68,100.00,100.00,75.00,100.00,165.304,74.549,90.524,55.912
values_78,3802,1289,84.7,85.9,56.9,16.95,16.95,0.00,23,51,42,68,100.00,100.00,75.00,100.00,165.304,74.549,90.524,55.912
values_87,4048,1462,86.7,87.6,67.6,18.06,18.06,0.00,59,229,206,346,100.00,100.00,75.00,100.00,68.610,17.677,19.650,11.699
values_6,3933,1374,85.6,86.7,62.1,17.47,17.47,0.00,45,145,129,220,100.00,100.00,75.00,100.00,87.400,27.124,30.488,17.877
values_68,3960,1396,86.0,87.0,64.7,17.63,17.63,0.00,47,157,140,238,100.00,100.00,75.00,100.00,84.255,25.223,28.286,16.639
values_69,3960,1396,86.0,87.0,64.7,17.63,17.63,0.00,47,157,140,238,100.00,100.00,75.00,100.00,84.255,25.223,28.286,16.639
values_1,3938,1385,85.8,86.9,62.7,17.59,17.59,0.00,45,145,129,220,100.00,100.00,75.00,100.00,87.511,27.159,30.527,17.900
values_45,4024,1451,86.5,87.5,67.1,18.03,18.03,0.00,57,217,195,328,100.00,100.00,75.00,100.00,70.596,18.544,20.636,12.268
values_33,3964,1407,86.1,87.1,65.2,17.75,17.75,0.00,49,169,151,256,100.00,100.00,75.00,100.00,80.898,23.456,26.252,15.484
values_15,3994,1429,86.3,87.3,66.2,17.89,17.89,0.00,53,193,173,292,100.00,100.00,75.00,100.00,75.358,20.694,23.087,13.678
values_93,4260,1606,87.5,88.7,65.5,18.85,18.85,0.00,88,384,347,580,100.00,100.00,75.00,100.00,48.409,11.094,12.277,7.345
values_24,4009,1440,86.4,87.4,66.7,17.96,17.96,0.00,55,205,184,310,100.00,100.00,75.00,100.00,72.891,19.556,21.788,12.932
values_25,4009,1440,86.4,87.4,66.7,17.96,17.96,0.00,55,205,184,310,100.00,100.00,75.00,100.00,72.891,19.556,21.788,12.932
values_26,4009,1440,86.4,87.4,66.7,17.96,17.96,0.00,55,205,184,310,100.00,100.00,75.00,100.00,72.891,19.556,21.788,12.932
