inputName,size
11,22
19,2
12,7
38,7
81,11
5,15
40,12
70,7
23,9
72,26
79,6
78,16
87,11
6,14
68,4
69,16
1,8
45,22
33,13
15,23
93,17
24,5
25,11
26,21
48,5
71,32
76,16
7,29
50,4
22,14
4,11
32,21
77,18
91,9
42,12
13,13
41,15
55,12
31,5
66,4
65,10
62,3
21,31
95,23
84,11
58,13
64,9
83,15
94,8
0,15
99,11
96,26
67,30
61,10
43,10
2,31
54,5
30,14
59,21
85,10
74,13
90,27
18,18
52,29
44,7
17,7
36,16
49,29
86,15
37,2
56,9
63,21
35,12
97,13
75,26
57,14
88,9
10,17
53,22
8,5
39,23
47,8
60,29
89,5
51,24
14,23
28,13
16,21
34,7
82,4
46,18
27,11
20,13
9,9
92,23
3,24
98,30
29,5
80,19
73,16
