inputName,size
11,14
19,19
12,6
38,21
81,14
5,17
40,30
70,30
23,11
72,6
79,19
78,21
87,10
6,6
68,21
69,19
1,14
45,17
33,11
15,17
93,11
24,11
25,17
26,6
48,21
71,14
76,6
7,10
50,30
22,6
4,11
32,6
77,10
91,14
42,6
13,11
41,14
55,17
31,14
66,6
65,17
62,6
21,14
95,17
84,11
58,21
64,11
83,11
94,11
0,30
99,19
96,6
67,10
61,14
43,11
2,6
54,11
30,30
59,19
85,17
74,11
90,30
18,21
52,6
44,11
17,10
36,6
49,19
86,6
37,10
56,6
63,11
35,17
97,10
75,17
57,10
88,21
10,30
53,11
8,21
39,19
47,10
60,30
89,19
51,14
14,11
28,21
16,6
34,11
82,6
46,6
27,10
20,30
9,19
92,6
3,11
98,21
29,19
80,30
73,11
