inputName,n
11,4
19,4
12,4
38,26
81,11
5,28
40,10
70,26
23,32
72,26
79,26
78,26
87,11
6,28
68,17
69,17
1,28
45,10
33,26
15,4
93,15
24,32
25,32
26,32
48,10
71,26
76,26
7,28
50,3
22,32
4,28
32,26
77,26
91,15
42,10
13,4
41,10
55,3
31,26
66,17
65,17
62,17
21,32
95,15
84,11
58,3
64,17
83,11
94,15
0,28
99,15
96,15
67,17
61,17
43,10
2,28
54,3
30,26
59,3
85,11
74,26
90,15
18,4
52,3
44,10
17,4
36,26
49,10
86,11
37,26
56,3
63,17
35,26
97,15
75,26
57,3
88,11
10,4
53,3
8,28
39,26
47,10
60,17
89,11
51,3
14,4
28,32
16,4
34,26
82,11
46,10
27,32
20,32
9,28
92,15
3,28
98,15
29,32
80,11
73,26
