id,clockCycles,assemblyInstr,cacheHit,cacheHitInstr,cacheHitData,MOPS,MIPS,MFLOPS,cInstr,cGimple,cReleaseSSA,cOptimized,LineExe,BranchesExe,OnceEe,CallExe,cc4cs,cc4ir,cc4ssa,cc4opt
values_11,66595,56943,99.6,99.6,55.2,42.75,42.75,0.00,4569,11112,19972,16605,100.00,100.00,100.00,100.00,14.575,5.993,3.334,4.011
values_19,165926,144452,99.8,99.8,55.2,43.53,43.53,0.00,12746,30500,55529,44799,100.00,100.00,100.00,100.00,13.018,5.440,2.988,3.704
values_12,244816,213538,99.9,99.9,55.2,43.61,43.61,0.00,19555,46571,85108,68053,100.00,100.00,100.00,100.00,12.519,5.257,2.877,3.597
values_38,19859,15169,98.4,98.6,55.2,38.19,38.19,0.00,1194,3012,5257,4671,100.00,100.00,100.00,100.00,16.632,6.593,3.778,4.252
values_81,17516,13064,98.2,98.3,55.2,37.29,37.29,0.00,1031,2615,4544,4077,100.00,100.00,100.00,100.00,16.989,6.698,3.855,4.296
values_5,68760,58860,99.6,99.6,55.2,42.80,42.80,0.00,4736,11510,20699,17187,100.00,100.00,100.00,100.00,14.519,5.974,3.322,4.001
values_40,229355,200023,99.9,99.9,55.2,43.61,43.61,0.00,18209,43397,79262,63465,100.00,100.00,100.00,100.00,12.596,5.285,2.894,3.614
values_70,218097,190169,99.9,99.9,55.2,43.60,43.60,0.00,17231,41090,75014,60129,100.00,100.00,100.00,100.00,12.657,5.308,2.907,3.627
values_23,306981,267849,99.9,99.9,55.2,43.63,43.63,0.00,25030,59471,108883,86683,100.00,100.00,100.00,100.00,12.265,5.162,2.819,3.541
values_72,138072,119998,99.8,99.8,55.2,43.45,43.45,0.00,10379,24902,45242,36681,100.00,100.00,100.00,100.00,13.303,5.545,3.052,3.764
values_79,12426,8516,97.2,97.5,55.2,34.27,34.27,0.00,676,1745,2989,2767,100.00,100.00,100.00,100.00,18.382,7.121,4.157,4.491
values_78,48455,40803,99.4,99.5,55.2,42.10,42.10,0.00,3201,7845,14014,11817,100.00,100.00,100.00,100.00,15.137,6.177,3.458,4.100
values_87,54268,45976,99.5,99.5,55.2,42.36,42.36,0.00,3630,8871,15883,13323,100.00,100.00,100.00,100.00,14.950,6.117,3.417,4.073
values_6,68760,58860,99.6,99.6,55.2,42.80,42.80,0.00,4736,11510,20699,17187,100.00,100.00,100.00,100.00,14.519,5.974,3.322,4.001
values_68,99481,86043,99.7,99.7,55.2,43.25,43.25,0.00,7180,17321,31333,25663,100.00,100.00,100.00,100.00,13.855,5.743,3.175,3.876
values_69,210762,183738,99.9,99.9,55.2,43.59,43.59,0.00,16594,39587,72247,57955,100.00,100.00,100.00,100.00,12.701,5.324,2.917,3.637
values_1,218097,190169,99.9,99.9,55.2,43.60,43.60,0.00,17231,41090,75014,60129,100.00,100.00,100.00,100.00,12.657,5.308,2.907,3.627
values_45,5924,2764,91.4,92.2,55.2,23.33,23.33,0.00,191,530,854,897,100.00,100.00,100.00,100.00,31.016,11.177,6.937,6.604
values_33,268870,234570,99.9,99.9,55.2,43.62,43.62,0.00,21664,51542,94267,75235,100.00,100.00,100.00,100.00,12.411,5.217,2.852,3.574
values_15,109942,95254,99.7,99.8,55.2,43.32,43.32,0.00,8034,19347,35047,28611,100.00,100.00,100.00,100.00,13.685,5.683,3.137,3.843
values_93,42960,35896,99.3,99.4,55.2,41.78,41.78,0.00,2799,6882,12262,10401,100.00,100.00,100.00,100.00,15.348,6.242,3.504,4.130
values_24,4589,1773,87.7,88.7,55.2,19.32,19.32,0.00,81,240,364,429,100.00,100.00,100.00,100.00,56.654,19.121,12.607,10.697
values_25,41185,34305,99.3,99.4,55.2,41.65,41.65,0.00,2671,6575,11704,9949,100.00,100.00,100.00,100.00,15.419,6.264,3.519,4.140
values_26,169180,147306,99.8,99.9,55.2,43.54,43.54,0.00,13024,31157,56737,45751,100.00,100.00,100.00,100.00,12.990,5.430,2.982,3.698
values_48,248742,216982,99.9,99.9,55.2,43.62,43.62,0.00,19899,47382,86602,69225,100.00,100.00,100.00,100.00,12.500,5.250,2.872,3.593
values_71,229355,200023,99.9,99.9,55.2,43.61,43.61,0.00,18209,43397,79262,63465,100.00,100.00,100.00,100.00,12.596,5.285,2.894,3.614
values_76,84744,73012,99.7,99.7,55.2,43.08,43.08,0.00,5989,14492,26152,21541,100.00,100.00,100.00,100.00,14.150,5.848,3.240,3.934
values_7,302609,264035,99.9,99.9,55.2,43.63,43.63,0.00,24644,58562,107207,85371,100.00,100.00,100.00,100.00,12.279,5.167,2.823,3.545
values_50,70973,60821,99.6,99.6,55.2,42.85,42.85,0.00,4906,11915,21439,17779,100.00,100.00,100.00,100.00,14.467,5.957,3.310,3.992
values_22,54268,45976,99.5,99.5,55.2,42.36,42.36,0.00,3630,8871,15883,13323,100.00,100.00,100.00,100.00,14.950,6.117,3.417,4.073
values_4,169180,147306,99.8,99.9,55.2,43.54,43.54,0.00,13024,31157,56737,45751,100.00,100.00,100.00,100.00,12.990,5.430,2.982,3.698
values_32,4203,1491,85.7,86.8,55.2,17.74,17.74,0.00,44,137,197,255,100.00,100.00,100.00,100.00,95.523,30.679,21.335,16.482
values_77,132223,114859,99.8,99.8,55.2,43.43,43.43,0.00,9886,23735,43099,34987,100.00,100.00,100.00,100.00,13.375,5.571,3.068,3.779
values_91,244816,213538,99.9,99.9,55.2,43.61,43.61,0.00,19555,46571,85108,68053,100.00,100.00,100.00,100.00,12.519,5.257,2.877,3.597
values_42,16427,12083,98.0,98.2,55.2,36.78,36.78,0.00,954,2427,4207,3795,100.00,100.00,100.00,100.00,17.219,6.768,3.905,4.329
values_13,123605,107289,99.8,99.8,55.2,43.40,43.40,0.00,9169,22037,39982,32521,100.00,100.00,100.00,100.00,13.481,5.609,3.092,3.801
values_41,70973,60821,99.6,99.6,55.2,42.85,42.85,0.00,4906,11915,21439,17779,100.00,100.00,100.00,100.00,14.467,5.957,3.310,3.992
values_55,144056,125253,99.8,99.8,55.2,43.47,43.47,0.00,10884,26097,47437,38415,100.00,100.00,100.00,100.00,13.236,5.520,3.037,3.750
values_31,56232,47722,99.5,99.5,55.2,42.43,42.43,0.00,3779,9227,16532,13845,100.00,100.00,100.00,100.00,14.880,6.094,3.401,4.062
values_66,5924,2764,91.4,92.2,55.2,23.33,23.33,0.00,191,530,854,897,100.00,100.00,100.00,100.00,31.016,11.177,6.937,6.604
values_65,165926,144452,99.8,99.8,55.2,43.53,43.53,0.00,12746,30500,55529,44799,100.00,100.00,100.00,100.00,13.018,5.440,2.988,3.704
values_62,62348,53174,99.5,99.6,55.2,42.64,42.64,0.00,4244,10337,18557,15471,100.00,100.00,100.00,100.00,14.691,6.032,3.360,4.030
values_21,207104,180536,99.9,99.9,55.2,43.59,43.59,0.00,16280,38846,70883,56883,100.00,100.00,100.00,100.00,12.721,5.331,2.922,3.641
values_95,64446,55036,99.6,99.6,55.2,42.70,42.70,0.00,4405,10721,19258,16033,100.00,100.00,100.00,100.00,14.630,6.011,3.346,4.020
values_84,229355,200023,99.9,99.9,55.2,43.61,43.61,0.00,18209,43397,79262,63465,100.00,100.00,100.00,100.00,12.596,5.285,2.894,3.614
values_58,80005,68835,99.6,99.7,55.2,43.02,43.02,0.00,5616,13605,24529,20247,100.00,100.00,100.00,100.00,14.246,5.881,3.262,3.951
values_64,82341,70901,99.7,99.7,55.2,43.05,43.05,0.00,5801,14045,25334,20889,100.00,100.00,100.00,100.00,14.194,5.863,3.250,3.942
values_83,56232,47722,99.5,99.5,55.2,42.43,42.43,0.00,3779,9227,16532,13845,100.00,100.00,100.00,100.00,14.880,6.094,3.401,4.062
values_94,281291,245427,99.9,99.9,55.2,43.63,43.63,0.00,22759,54122,99022,78961,100.00,100.00,100.00,100.00,12.360,5.197,2.841,3.562
values_0,58237,49517,99.5,99.6,55.2,42.51,42.51,0.00,3931,9590,17194,14377,100.00,100.00,100.00,100.00,14.815,6.073,3.387,4.051
values_99,9974,6328,96.2,96.6,55.2,31.72,31.72,0.00,499,1307,2212,2101,100.00,100.00,100.00,100.00,19.988,7.631,4.509,4.747
values_96,162723,141643,99.8,99.8,55.2,43.52,43.52,0.00,12471,29850,54334,43857,100.00,100.00,100.00,100.00,13.048,5.451,2.995,3.710
values_67,221810,193420,99.9,99.9,55.2,43.60,43.60,0.00,17554,41852,76417,61231,100.00,100.00,100.00,100.00,12.636,5.300,2.903,3.623
values_61,5199,2181,89.4,90.3,55.2,20.98,20.98,0.00,130,371,583,643,100.00,100.00,100.00,100.00,39.992,14.013,8.918,8.086
values_43,84744,73012,99.7,99.7,55.2,43.08,43.08,0.00,5989,14492,26152,21541,100.00,100.00,100.00,100.00,14.150,5.848,3.240,3.934
values_2,260714,227448,99.9,99.9,55.2,43.62,43.62,0.00,20949,49857,91162,72801,100.00,100.00,100.00,100.00,12.445,5.229,2.860,3.581
values_54,199900,174230,99.9,99.9,55.2,43.58,43.58,0.00,15661,37385,68194,54769,100.00,100.00,100.00,100.00,12.764,5.347,2.931,3.650
values_30,7373,4033,94.1,94.6,55.2,27.35,27.35,0.00,305,821,1358,1353,100.00,100.00,100.00,100.00,24.174,8.981,5.429,5.449
values_59,5560,2448,90.3,91.1,55.2,22.01,22.01,0.00,159,447,712,765,100.00,100.00,100.00,100.00,34.969,12.438,7.809,7.268
values_85,289720,252790,99.9,99.9,55.2,43.63,43.63,0.00,23504,55877,102257,81495,100.00,100.00,100.00,100.00,12.326,5.185,2.833,3.555
values_74,56232,47722,99.5,99.5,55.2,42.43,42.43,0.00,3779,9227,16532,13845,100.00,100.00,100.00,100.00,14.880,6.094,3.401,4.062
values_90,196357,171127,99.9,99.9,55.2,43.58,43.58,0.00,15356,36665,66869,53727,100.00,100.00,100.00,100.00,12.787,5.355,2.936,3.655
values_18,10736,7001,96.6,96.9,55.2,32.61,32.61,0.00,555,1446,2458,2313,100.00,100.00,100.00,100.00,19.344,7.425,4.368,4.642
