inputName,size
11,24
19,18
12,25
38,14
81,15
5,25
40,14
70,10
23,10
72,19
79,12
78,19
87,4
6,6
68,5
69,2
1,10
45,12
33,3
15,17
93,20
24,12
25,7
26,18
48,12
71,12
76,11
7,20
50,12
22,2
4,19
32,24
77,11
91,26
42,9
13,17
41,2
55,20
31,7
66,10
65,4
62,17
21,16
95,6
84,11
58,20
64,13
83,4
94,23
0,14
99,22
96,16
67,15
61,17
43,11
2,26
54,19
30,9
59,5
85,19
74,23
90,5
18,5
52,9
44,14
17,5
36,17
49,4
86,13
37,8
56,16
63,10
35,13
97,25
75,15
57,5
88,12
10,12
53,2
8,20
39,11
47,23
60,15
89,22
51,4
14,3
28,26
16,9
34,19
82,10
46,11
27,11
20,11
9,22
92,12
3,20
98,5
29,7
80,7
73,3
