inputName,size
11,12
19,24
12,9
38,3
81,22
5,4
40,21
70,8
23,14
72,9
79,16
78,16
87,10
6,23
68,3
69,22
1,19
45,10
33,15
15,2
93,2
24,12
25,23
26,20
48,8
71,5
76,7
7,9
50,18
22,23
4,3
32,14
77,5
91,15
42,5
13,23
41,20
55,16
31,2
66,7
65,2
62,10
21,20
95,12
84,18
58,8
64,9
83,15
94,15
0,14
99,5
96,14
67,11
61,7
43,11
2,15
54,24
30,24
59,22
85,8
74,26
90,22
18,26
52,23
44,18
17,23
36,21
49,3
86,8
37,24
56,5
63,16
35,21
97,23
75,3
57,12
88,4
10,4
53,24
8,24
39,5
47,25
60,23
89,19
51,15
14,11
28,16
16,3
34,12
82,24
46,3
27,23
20,21
9,12
92,25
3,18
98,19
29,20
80,23
73,15
