inputName,n
11,10
19,10
12,10
38,4
81,8
5,8
40,14
70,11
23,3
72,11
79,11
78,11
87,8
6,8
68,30
69,30
1,8
45,14
33,4
15,10
93,11
24,3
25,3
26,3
48,14
71,11
76,11
7,8
50,5
22,3
4,8
32,4
77,11
91,11
42,14
13,10
41,14
55,5
31,4
66,30
65,30
62,30
21,3
95,11
84,8
58,5
64,30
83,8
94,11
0,8
99,11
96,11
67,30
61,30
43,14
2,8
54,5
30,4
59,5
85,8
74,11
90,11
18,10
52,5
44,14
17,10
36,4
49,14
86,8
37,4
56,5
63,30
35,4
97,11
75,11
57,5
88,8
10,10
53,5
8,8
39,4
47,14
60,30
89,8
51,5
14,10
28,3
16,10
34,4
82,8
46,14
27,3
20,3
9,8
92,11
3,8
98,11
29,3
80,8
73,11
