inputName,size
11,13
19,12
12,20
38,10
81,5
5,26
40,29
70,23
23,23
72,25
79,24
78,26
87,17
6,16
68,26
69,15
1,25
45,3
33,5
15,13
93,20
24,29
25,11
26,3
48,23
71,3
76,32
7,21
50,21
22,15
4,3
32,25
77,12
91,17
42,6
13,27
41,4
55,10
31,15
66,13
65,15
62,21
21,19
95,9
84,11
58,22
64,27
83,14
94,22
0,25
99,26
96,9
67,9
61,23
43,11
2,8
54,13
30,13
59,5
85,11
74,6
90,11
18,10
52,8
44,9
17,3
36,21
49,5
86,9
37,3
56,23
63,6
35,3
97,31
75,20
57,23
88,10
10,21
53,18
8,4
39,3
47,28
60,2
89,13
51,2
14,6
28,12
16,30
34,15
82,6
46,6
27,26
20,32
9,31
92,22
3,14
98,23
29,6
80,2
73,9
