inputName,size
11,9
19,13
12,28
38,30
81,9
5,13
40,15
70,15
23,8
72,28
79,13
78,30
87,30
6,14
68,30
69,13
1,9
45,13
33,8
15,13
93,8
24,11
25,13
26,14
48,30
71,9
76,14
7,30
50,15
22,28
4,11
32,28
77,30
91,9
42,28
13,8
41,9
55,13
31,9
66,14
65,13
62,28
21,9
95,13
84,11
58,30
64,11
83,8
94,11
0,15
99,13
96,14
67,30
61,9
43,8
2,28
54,11
30,15
59,13
85,13
74,11
90,15
18,30
52,28
44,11
17,30
36,14
49,13
86,14
37,30
56,14
63,8
35,13
97,30
75,13
57,30
88,30
10,15
53,8
8,30
39,13
47,30
60,15
89,13
51,9
14,11
28,30
16,14
34,11
82,28
46,14
27,30
20,15
9,13
92,28
3,8
98,30
29,13
80,15
73,8
