inputName,size
11,2
19,21
12,9
38,22
81,14
5,17
40,12
70,19
23,8
72,21
79,2
78,18
87,6
6,7
68,9
69,14
1,19
45,5
33,9
15,20
93,4
24,7
25,19
26,22
48,25
71,6
76,15
7,20
50,4
22,22
4,15
32,7
77,6
91,4
42,24
13,7
41,26
55,16
31,25
66,20
65,5
62,24
21,14
95,26
84,8
58,13
64,2
83,14
94,26
0,2
99,16
96,10
67,16
61,22
43,23
2,9
54,25
30,20
59,22
85,18
74,18
90,10
18,21
52,19
44,18
17,21
36,7
49,3
86,17
37,4
56,15
63,8
35,25
97,3
75,12
57,23
88,24
10,18
53,15
8,6
39,7
47,2
60,26
89,14
51,11
14,20
28,6
16,2
34,25
82,26
46,5
27,18
20,7
9,13
92,19
3,14
98,5
29,13
80,5
73,24
