inputName,size
11,27
19,22
12,25
38,22
81,27
5,8
40,20
70,20
23,24
72,25
79,22
78,22
87,14
6,32
68,22
69,22
1,27
45,8
33,24
15,8
93,24
24,14
25,8
26,32
48,22
71,27
76,32
7,14
50,20
22,25
4,14
32,25
77,14
91,27
42,25
13,24
41,27
55,8
31,27
66,32
65,8
62,25
21,27
95,8
84,14
58,22
64,14
83,24
94,14
0,20
99,22
96,32
67,14
61,27
43,24
2,25
54,14
30,20
59,22
85,8
74,14
90,20
18,22
52,25
44,14
17,14
36,32
49,22
86,32
37,14
56,32
63,24
35,8
97,14
75,8
57,14
88,22
10,20
53,24
8,22
39,22
47,14
60,20
89,22
51,27
14,14
28,22
16,32
34,14
82,25
46,32
27,14
20,20
9,22
92,25
3,24
98,22
29,22
80,20
73,24
